1.7949 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
9.1605 	DATA 	Keypress: g
9.1726 	EXP 	text_2: autoDraw = False
9.1726 	EXP 	waiting: autoDraw = True
31.4405 	DATA 	Keypress: equal
31.4488 	EXP 	Imported recall.csv as conditions, 12 conditions, 1 params
31.4526 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
31.4531 	EXP 	New trial (rep=0, index=0): OrderedDict([('cue', 'stimsday2details/C20.png')])
31.4891 	EXP 	waiting: autoDraw = False
31.4891 	EXP 	cueImage: image = 'stimsday2details/C20.png'
31.4891 	EXP 	cueImage: autoDraw = True
31.4891 	EXP 	text: autoDraw = True
32.9405 	DATA 	Keypress: equal
34.4414 	DATA 	Keypress: equal
35.9444 	DATA 	Keypress: equal
37.4403 	DATA 	Keypress: equal
38.9443 	DATA 	Keypress: equal
40.4264 	DATA 	Keypress: equal
41.9409 	DATA 	Keypress: equal
43.4403 	DATA 	Keypress: equal
44.9265 	DATA 	Keypress: equal
46.4400 	DATA 	Keypress: equal
47.9285 	DATA 	Keypress: equal
49.4453 	DATA 	Keypress: equal
50.9444 	DATA 	Keypress: equal
52.4280 	DATA 	Keypress: equal
53.9263 	DATA 	Keypress: equal
55.4265 	DATA 	Keypress: equal
56.9283 	DATA 	Keypress: equal
58.4408 	DATA 	Keypress: equal
59.9281 	DATA 	Keypress: equal
61.4282 	DATA 	Keypress: equal
62.9445 	DATA 	Keypress: equal
64.4281 	DATA 	Keypress: equal
65.9272 	DATA 	Keypress: equal
67.4328 	DATA 	Keypress: equal
68.9333 	DATA 	Keypress: equal
69.3829 	DATA 	Keypress: space
69.5239 	EXP 	New trial (rep=0, index=1): OrderedDict([('cue', 'stimsday2details/C38.png')])
69.5390 	EXP 	cueImage: autoDraw = False
69.5390 	EXP 	text: autoDraw = False
69.5390 	EXP 	cueImage: image = 'stimsday2details/C38.png'
69.5390 	EXP 	cueImage: autoDraw = True
69.5390 	EXP 	text: autoDraw = True
70.4332 	DATA 	Keypress: equal
71.9275 	DATA 	Keypress: equal
73.4255 	DATA 	Keypress: equal
74.9256 	DATA 	Keypress: equal
76.4443 	DATA 	Keypress: equal
77.9252 	DATA 	Keypress: equal
79.4252 	DATA 	Keypress: equal
80.9252 	DATA 	Keypress: equal
82.4247 	DATA 	Keypress: equal
83.9253 	DATA 	Keypress: equal
85.4248 	DATA 	Keypress: equal
86.9247 	DATA 	Keypress: equal
88.4270 	DATA 	Keypress: equal
89.9244 	DATA 	Keypress: equal
91.4245 	DATA 	Keypress: equal
92.9281 	DATA 	Keypress: equal
94.4285 	DATA 	Keypress: equal
95.9288 	DATA 	Keypress: equal
97.4275 	DATA 	Keypress: equal
98.9275 	DATA 	Keypress: equal
100.4277 	DATA 	Keypress: equal
101.9271 	DATA 	Keypress: equal
103.4274 	DATA 	Keypress: equal
104.9278 	DATA 	Keypress: equal
106.4239 	DATA 	Keypress: equal
107.9317 	DATA 	Keypress: equal
109.4323 	DATA 	Keypress: equal
110.9313 	DATA 	Keypress: equal
112.4243 	DATA 	Keypress: equal
113.9242 	DATA 	Keypress: equal
115.4236 	DATA 	Keypress: equal
116.9243 	DATA 	Keypress: equal
118.4245 	DATA 	Keypress: equal
119.9241 	DATA 	Keypress: equal
121.4241 	DATA 	Keypress: equal
122.9236 	DATA 	Keypress: equal
124.4237 	DATA 	Keypress: equal
125.9235 	DATA 	Keypress: equal
127.4236 	DATA 	Keypress: equal
128.9225 	DATA 	Keypress: equal
130.4236 	DATA 	Keypress: equal
131.9225 	DATA 	Keypress: equal
133.4224 	DATA 	Keypress: equal
134.9235 	DATA 	Keypress: equal
136.4236 	DATA 	Keypress: equal
137.9226 	DATA 	Keypress: equal
138.7574 	DATA 	Keypress: space
138.9173 	EXP 	New trial (rep=0, index=2): OrderedDict([('cue', 'stimsday2details/C28.png')])
138.9385 	EXP 	cueImage: autoDraw = False
138.9385 	EXP 	text: autoDraw = False
138.9385 	EXP 	cueImage: image = 'stimsday2details/C28.png'
138.9385 	EXP 	cueImage: autoDraw = True
138.9385 	EXP 	text: autoDraw = True
139.4268 	DATA 	Keypress: equal
140.9228 	DATA 	Keypress: equal
142.4223 	DATA 	Keypress: equal
143.9228 	DATA 	Keypress: equal
145.4265 	DATA 	Keypress: equal
146.9273 	DATA 	Keypress: equal
148.4276 	DATA 	Keypress: equal
149.9273 	DATA 	Keypress: equal
151.4280 	DATA 	Keypress: equal
152.9225 	DATA 	Keypress: equal
154.4221 	DATA 	Keypress: equal
155.9228 	DATA 	Keypress: equal
157.4226 	DATA 	Keypress: equal
158.9219 	DATA 	Keypress: equal
160.4274 	DATA 	Keypress: equal
161.9269 	DATA 	Keypress: equal
163.4221 	DATA 	Keypress: equal
164.9227 	DATA 	Keypress: equal
166.4228 	DATA 	Keypress: equal
167.9221 	DATA 	Keypress: equal
169.4229 	DATA 	Keypress: equal
170.9221 	DATA 	Keypress: equal
172.4266 	DATA 	Keypress: equal
173.9260 	DATA 	Keypress: equal
175.4275 	DATA 	Keypress: equal
176.9266 	DATA 	Keypress: equal
178.4274 	DATA 	Keypress: equal
179.9217 	DATA 	Keypress: equal
181.4217 	DATA 	Keypress: equal
182.9218 	DATA 	Keypress: equal
184.4267 	DATA 	Keypress: equal
185.9260 	DATA 	Keypress: equal
187.4219 	DATA 	Keypress: equal
188.9259 	DATA 	Keypress: equal
190.4217 	DATA 	Keypress: equal
191.9217 	DATA 	Keypress: equal
193.4226 	DATA 	Keypress: equal
194.9220 	DATA 	Keypress: equal
196.4215 	DATA 	Keypress: equal
197.9263 	DATA 	Keypress: equal
199.4264 	DATA 	Keypress: equal
200.9263 	DATA 	Keypress: equal
202.4215 	DATA 	Keypress: equal
203.9220 	DATA 	Keypress: equal
205.4227 	DATA 	Keypress: equal
206.9269 	DATA 	Keypress: equal
208.4314 	DATA 	Keypress: equal
209.9313 	DATA 	Keypress: equal
211.4304 	DATA 	Keypress: equal
212.9220 	DATA 	Keypress: equal
214.4225 	DATA 	Keypress: equal
215.9267 	DATA 	Keypress: equal
217.4219 	DATA 	Keypress: equal
218.9221 	DATA 	Keypress: equal
220.4220 	DATA 	Keypress: equal
221.9219 	DATA 	Keypress: equal
223.4258 	DATA 	Keypress: equal
224.9262 	DATA 	Keypress: equal
226.4256 	DATA 	Keypress: equal
227.9219 	DATA 	Keypress: equal
229.4210 	DATA 	Keypress: equal
230.9222 	DATA 	Keypress: equal
231.3430 	DATA 	Keypress: space
231.4924 	EXP 	New trial (rep=0, index=3): OrderedDict([('cue', 'stimsday2details/C2.png')])
231.5208 	EXP 	cueImage: autoDraw = False
231.5208 	EXP 	text: autoDraw = False
231.5208 	EXP 	cueImage: image = 'stimsday2details/C2.png'
231.5208 	EXP 	cueImage: autoDraw = True
231.5208 	EXP 	text: autoDraw = True
232.4261 	DATA 	Keypress: equal
233.9213 	DATA 	Keypress: equal
235.4223 	DATA 	Keypress: equal
236.9223 	DATA 	Keypress: equal
238.4223 	DATA 	Keypress: equal
239.9271 	DATA 	Keypress: equal
241.4264 	DATA 	Keypress: equal
242.9257 	DATA 	Keypress: equal
244.4215 	DATA 	Keypress: equal
245.9210 	DATA 	Keypress: equal
247.4212 	DATA 	Keypress: equal
248.9255 	DATA 	Keypress: equal
250.4220 	DATA 	Keypress: equal
251.9257 	DATA 	Keypress: equal
253.4296 	DATA 	Keypress: equal
253.8795 	DATA 	Keypress: space
254.0230 	EXP 	New trial (rep=0, index=4): OrderedDict([('cue', 'stimsday2details/C22.png')])
254.0413 	EXP 	cueImage: autoDraw = False
254.0413 	EXP 	text: autoDraw = False
254.0413 	EXP 	cueImage: image = 'stimsday2details/C22.png'
254.0413 	EXP 	cueImage: autoDraw = True
254.0413 	EXP 	text: autoDraw = True
254.9301 	DATA 	Keypress: equal
256.4259 	DATA 	Keypress: equal
257.9212 	DATA 	Keypress: equal
259.4216 	DATA 	Keypress: equal
260.9253 	DATA 	Keypress: equal
262.4248 	DATA 	Keypress: equal
263.9216 	DATA 	Keypress: equal
265.4213 	DATA 	Keypress: equal
266.9264 	DATA 	Keypress: equal
268.4216 	DATA 	Keypress: equal
269.9214 	DATA 	Keypress: equal
271.4213 	DATA 	Keypress: equal
272.9211 	DATA 	Keypress: equal
274.4210 	DATA 	Keypress: equal
275.9213 	DATA 	Keypress: equal
277.4300 	DATA 	Keypress: equal
278.9256 	DATA 	Keypress: equal
280.4255 	DATA 	Keypress: equal
281.9258 	DATA 	Keypress: equal
283.4213 	DATA 	Keypress: equal
284.3586 	DATA 	Keypress: space
284.5031 	EXP 	New trial (rep=0, index=5): OrderedDict([('cue', 'stimsday2details/C29.png')])
284.5200 	EXP 	cueImage: autoDraw = False
284.5200 	EXP 	text: autoDraw = False
284.5200 	EXP 	cueImage: image = 'stimsday2details/C29.png'
284.5200 	EXP 	cueImage: autoDraw = True
284.5200 	EXP 	text: autoDraw = True
284.9217 	DATA 	Keypress: equal
286.4216 	DATA 	Keypress: equal
287.9303 	DATA 	Keypress: equal
289.4295 	DATA 	Keypress: equal
290.9299 	DATA 	Keypress: equal
292.4213 	DATA 	Keypress: equal
293.9214 	DATA 	Keypress: equal
295.4216 	DATA 	Keypress: equal
296.9215 	DATA 	Keypress: equal
298.4216 	DATA 	Keypress: equal
299.9211 	DATA 	Keypress: equal
301.4252 	DATA 	Keypress: equal
302.9214 	DATA 	Keypress: equal
304.4201 	DATA 	Keypress: equal
305.9246 	DATA 	Keypress: equal
307.4246 	DATA 	Keypress: equal
308.9250 	DATA 	Keypress: equal
310.4204 	DATA 	Keypress: equal
311.9213 	DATA 	Keypress: equal
313.4252 	DATA 	Keypress: equal
314.9202 	DATA 	Keypress: equal
316.4211 	DATA 	Keypress: equal
317.9213 	DATA 	Keypress: equal
319.4200 	DATA 	Keypress: equal
320.9204 	DATA 	Keypress: equal
322.4201 	DATA 	Keypress: equal
323.9249 	DATA 	Keypress: equal
325.4214 	DATA 	Keypress: equal
326.9203 	DATA 	Keypress: equal
328.4257 	DATA 	Keypress: equal
329.9250 	DATA 	Keypress: equal
331.4201 	DATA 	Keypress: equal
332.9206 	DATA 	Keypress: equal
334.4249 	DATA 	Keypress: equal
335.9207 	DATA 	Keypress: equal
337.4206 	DATA 	Keypress: equal
338.9206 	DATA 	Keypress: equal
340.4204 	DATA 	Keypress: equal
341.9250 	DATA 	Keypress: equal
343.4254 	DATA 	Keypress: equal
344.9247 	DATA 	Keypress: equal
346.4253 	DATA 	Keypress: equal
347.9253 	DATA 	Keypress: equal
349.4247 	DATA 	Keypress: equal
350.9204 	DATA 	Keypress: equal
352.4205 	DATA 	Keypress: equal
353.9203 	DATA 	Keypress: equal
355.4198 	DATA 	Keypress: equal
356.9206 	DATA 	Keypress: equal
358.4212 	DATA 	Keypress: equal
359.9205 	DATA 	Keypress: equal
361.4209 	DATA 	Keypress: equal
362.9205 	DATA 	Keypress: equal
364.4206 	DATA 	Keypress: equal
365.9206 	DATA 	Keypress: equal
367.4206 	DATA 	Keypress: equal
368.9203 	DATA 	Keypress: equal
370.4210 	DATA 	Keypress: equal
371.9208 	DATA 	Keypress: equal
373.4211 	DATA 	Keypress: equal
374.9208 	DATA 	Keypress: equal
376.4207 	DATA 	Keypress: equal
377.9243 	DATA 	Keypress: equal
379.4193 	DATA 	Keypress: equal
380.9202 	DATA 	Keypress: equal
382.4287 	DATA 	Keypress: equal
383.9144 	DATA 	Keypress: equal
385.4239 	DATA 	Keypress: equal
386.9242 	DATA 	Keypress: equal
388.4198 	DATA 	Keypress: equal
389.9205 	DATA 	Keypress: equal
391.4233 	DATA 	Keypress: equal
392.9195 	DATA 	Keypress: equal
394.4191 	DATA 	Keypress: equal
395.9234 	DATA 	Keypress: equal
397.4192 	DATA 	Keypress: equal
398.9233 	DATA 	Keypress: equal
399.0738 	DATA 	Keypress: space
399.2148 	EXP 	New trial (rep=0, index=6): OrderedDict([('cue', 'stimsday2details/C17.png')])
399.2354 	EXP 	cueImage: autoDraw = False
399.2354 	EXP 	text: autoDraw = False
399.2354 	EXP 	cueImage: image = 'stimsday2details/C17.png'
399.2354 	EXP 	cueImage: autoDraw = True
399.2354 	EXP 	text: autoDraw = True
400.4198 	DATA 	Keypress: equal
401.9202 	DATA 	Keypress: equal
403.4234 	DATA 	Keypress: equal
404.9235 	DATA 	Keypress: equal
406.4231 	DATA 	Keypress: equal
407.9234 	DATA 	Keypress: equal
409.4199 	DATA 	Keypress: equal
410.9197 	DATA 	Keypress: equal
412.4116 	DATA 	Keypress: equal
413.9123 	DATA 	Keypress: equal
415.4125 	DATA 	Keypress: equal
416.9116 	DATA 	Keypress: equal
418.3363 	DATA 	Keypress: space
418.4691 	EXP 	New trial (rep=0, index=7): OrderedDict([('cue', 'stimsday2details/C23.png')])
418.4803 	DATA 	Keypress: equal
418.5015 	EXP 	cueImage: autoDraw = False
418.5015 	EXP 	text: autoDraw = False
418.5015 	EXP 	cueImage: image = 'stimsday2details/C23.png'
418.5015 	EXP 	cueImage: autoDraw = True
418.5015 	EXP 	text: autoDraw = True
419.9205 	DATA 	Keypress: equal
421.4244 	DATA 	Keypress: equal
422.9239 	DATA 	Keypress: equal
424.4241 	DATA 	Keypress: equal
425.9246 	DATA 	Keypress: equal
427.4238 	DATA 	Keypress: equal
428.9243 	DATA 	Keypress: equal
430.4199 	DATA 	Keypress: equal
431.9203 	DATA 	Keypress: equal
433.4191 	DATA 	Keypress: equal
434.9200 	DATA 	Keypress: equal
436.4189 	DATA 	Keypress: equal
437.9187 	DATA 	Keypress: equal
439.4197 	DATA 	Keypress: equal
440.9190 	DATA 	Keypress: equal
442.4187 	DATA 	Keypress: equal
443.9236 	DATA 	Keypress: equal
445.4239 	DATA 	Keypress: equal
446.9238 	DATA 	Keypress: equal
448.4189 	DATA 	Keypress: equal
449.9184 	DATA 	Keypress: equal
451.4200 	DATA 	Keypress: equal
452.9186 	DATA 	Keypress: equal
453.4570 	DATA 	Keypress: space
453.5939 	EXP 	New trial (rep=0, index=8): OrderedDict([('cue', 'stimsday2details/C1.png')])
453.6173 	EXP 	cueImage: autoDraw = False
453.6173 	EXP 	text: autoDraw = False
453.6173 	EXP 	cueImage: image = 'stimsday2details/C1.png'
453.6173 	EXP 	cueImage: autoDraw = True
453.6173 	EXP 	text: autoDraw = True
454.4187 	DATA 	Keypress: equal
455.9191 	DATA 	Keypress: equal
457.4198 	DATA 	Keypress: equal
458.9192 	DATA 	Keypress: equal
460.4199 	DATA 	Keypress: equal
461.9196 	DATA 	Keypress: equal
463.4187 	DATA 	Keypress: equal
464.9185 	DATA 	Keypress: equal
466.4196 	DATA 	Keypress: equal
467.9281 	DATA 	Keypress: equal
469.4286 	DATA 	Keypress: equal
470.9279 	DATA 	Keypress: equal
472.4280 	DATA 	Keypress: equal
473.9233 	DATA 	Keypress: equal
475.4189 	DATA 	Keypress: equal
476.9192 	DATA 	Keypress: equal
478.4226 	DATA 	Keypress: equal
479.9193 	DATA 	Keypress: equal
481.4085 	DATA 	Keypress: equal
482.9232 	DATA 	Keypress: equal
484.4181 	DATA 	Keypress: equal
485.9086 	DATA 	Keypress: equal
487.4092 	DATA 	Keypress: equal
488.9182 	DATA 	Keypress: equal
490.4229 	DATA 	Keypress: equal
491.9222 	DATA 	Keypress: equal
492.3729 	DATA 	Keypress: space
492.5160 	EXP 	New trial (rep=0, index=9): OrderedDict([('cue', 'stimsday2details/C19.png')])
492.5336 	EXP 	cueImage: autoDraw = False
492.5336 	EXP 	text: autoDraw = False
492.5336 	EXP 	cueImage: image = 'stimsday2details/C19.png'
492.5336 	EXP 	cueImage: autoDraw = True
492.5336 	EXP 	text: autoDraw = True
493.4224 	DATA 	Keypress: equal
494.9185 	DATA 	Keypress: equal
496.4189 	DATA 	Keypress: equal
497.9224 	DATA 	Keypress: equal
499.4181 	DATA 	Keypress: equal
500.9232 	DATA 	Keypress: equal
502.4186 	DATA 	Keypress: equal
503.9190 	DATA 	Keypress: equal
505.4237 	DATA 	Keypress: equal
506.9228 	DATA 	Keypress: equal
508.4232 	DATA 	Keypress: equal
509.9229 	DATA 	Keypress: equal
511.4228 	DATA 	Keypress: equal
512.9176 	DATA 	Keypress: equal
514.4076 	DATA 	Keypress: equal
515.9181 	DATA 	Keypress: equal
517.4189 	DATA 	Keypress: equal
518.9076 	DATA 	Keypress: equal
520.4175 	DATA 	Keypress: equal
521.9176 	DATA 	Keypress: equal
523.4179 	DATA 	Keypress: equal
524.9176 	DATA 	Keypress: equal
526.4176 	DATA 	Keypress: equal
527.9179 	DATA 	Keypress: equal
529.4086 	DATA 	Keypress: equal
530.9075 	DATA 	Keypress: equal
532.4064 	DATA 	Keypress: equal
533.9068 	DATA 	Keypress: equal
535.4066 	DATA 	Keypress: equal
536.9068 	DATA 	Keypress: equal
538.4226 	DATA 	Keypress: equal
539.9173 	DATA 	Keypress: equal
541.4175 	DATA 	Keypress: equal
542.9214 	DATA 	Keypress: equal
544.4174 	DATA 	Keypress: equal
545.9184 	DATA 	Keypress: equal
547.4183 	DATA 	Keypress: equal
548.9174 	DATA 	Keypress: equal
550.4213 	DATA 	Keypress: equal
550.4356 	DATA 	Keypress: space
550.5766 	EXP 	New trial (rep=0, index=10): OrderedDict([('cue', 'stimsday2details/C34.png')])
550.6001 	EXP 	cueImage: autoDraw = False
550.6001 	EXP 	text: autoDraw = False
550.6001 	EXP 	cueImage: image = 'stimsday2details/C34.png'
550.6001 	EXP 	cueImage: autoDraw = True
550.6001 	EXP 	text: autoDraw = True
551.9218 	DATA 	Keypress: equal
553.4220 	DATA 	Keypress: equal
554.9222 	DATA 	Keypress: equal
556.4186 	DATA 	Keypress: equal
557.9059 	DATA 	Keypress: equal
559.4224 	DATA 	Keypress: equal
560.9182 	DATA 	Keypress: equal
562.4067 	DATA 	Keypress: equal
563.9219 	DATA 	Keypress: equal
565.4220 	DATA 	Keypress: equal
566.9216 	DATA 	Keypress: equal
568.4222 	DATA 	Keypress: equal
569.9222 	DATA 	Keypress: equal
571.4063 	DATA 	Keypress: equal
572.9056 	DATA 	Keypress: equal
574.4216 	DATA 	Keypress: equal
575.9054 	DATA 	Keypress: equal
577.4061 	DATA 	Keypress: equal
578.9216 	DATA 	Keypress: equal
580.4220 	DATA 	Keypress: equal
581.9214 	DATA 	Keypress: equal
583.4216 	DATA 	Keypress: equal
584.9211 	DATA 	Keypress: equal
586.4178 	DATA 	Keypress: equal
587.0893 	DATA 	Keypress: space
587.2354 	EXP 	New trial (rep=0, index=11): OrderedDict([('cue', 'stimsday2details/C6.png')])
587.2492 	EXP 	cueImage: autoDraw = False
587.2492 	EXP 	text: autoDraw = False
587.2492 	EXP 	cueImage: image = 'stimsday2details/C6.png'
587.2492 	EXP 	cueImage: autoDraw = True
587.2492 	EXP 	text: autoDraw = True
587.9178 	DATA 	Keypress: equal
589.4050 	DATA 	Keypress: equal
590.9052 	DATA 	Keypress: equal
592.4044 	DATA 	Keypress: equal
593.9219 	DATA 	Keypress: equal
595.4217 	DATA 	Keypress: equal
596.9177 	DATA 	Keypress: equal
598.4094 	DATA 	Keypress: equal
599.9047 	DATA 	Keypress: equal
601.4051 	DATA 	Keypress: equal
602.9053 	DATA 	Keypress: equal
604.4047 	DATA 	Keypress: equal
605.9166 	DATA 	Keypress: equal
607.4165 	DATA 	Keypress: equal
608.9086 	DATA 	Keypress: equal
610.4088 	DATA 	Keypress: equal
611.9091 	DATA 	Keypress: equal
613.4045 	DATA 	Keypress: equal
614.9047 	DATA 	Keypress: equal
616.4222 	DATA 	Keypress: equal
617.9046 	DATA 	Keypress: equal
619.4043 	DATA 	Keypress: equal
620.9043 	DATA 	Keypress: equal
622.4047 	DATA 	Keypress: equal
623.9046 	DATA 	Keypress: equal
625.4204 	DATA 	Keypress: equal
626.9206 	DATA 	Keypress: equal
627.0502 	DATA 	Keypress: space
627.2368 	EXP 	cueImage: autoDraw = False
627.2368 	EXP 	text: autoDraw = False
627.5094 	EXP 	window1: mouseVisible = True
